date,region,blue,coastal,green,red,nir,swir1,swir2
2017-02-28,North,0.0749608436288867,0.0583498280375949,0.121591936844547,0.159675825202127,0.107427246074878,0.0165748275926831,0.0121972893977133
2017-03-09,South,0.0571525,0.0522025,0.0839375,0.069115,0.2513025,0.1699575,0.0871825
2017-03-09,Central,-0.0278369290123457,-0.0463900334821429,0.0630074888722401,0.0991260762711864,0.0644766309950821,0.0146530897887324,0.0141226788976857
2017-03-16,Central,0.0185714310563557,-0.0224845888476207,0.108878328636783,0.129902634668273,0.0985979079447993,0.0419865137049404,0.0376127565195506
2017-03-16,North,0.0869217033314718,0.0634954350608886,0.147946250264954,0.180633235333541,0.138714343247793,0.0381039597427267,0.0278375975236284
2017-03-25,South,0.0922851769540996,0.0688621596378522,0.152828839252632,0.18993446249435,0.16113849040894,0.0243512627643933,0.0180438132095863
2017-03-25,Central,0.0854612765916415,0.062014368419275,0.142087557152243,0.165528948209732,0.131829561782855,0.028314009203366,0.0243795316668705
2017-04-10,South,0.0986654538978547,0.0771616457674928,0.152850156270874,0.190923795763525,0.189571242078769,0.0381051801510065,0.0288112905204757
2017-04-10,Central,0.100605616761645,0.079216593718783,0.148928014121265,0.184096465413578,0.18651454544723,0.0381048918614565,0.0283637769455776
2017-04-17,South,0.139168356385994,0.116954766396513,0.194809778168037,0.242703109690813,0.23930160614488,0.103025047109622,0.0815498824827773
2017-04-17,Central,0.126013944228905,0.102484006829873,0.178680382503844,0.223636695827463,0.2127903513874,0.0732152941832175,0.0575553386305987
2017-04-17,North,0.114267480577013,0.0947048636851957,0.165045372074895,0.209972819521443,0.193440784427738,0.0576250135170757,0.0454101437863437
2017-04-26,South,0.0932409729865651,0.0776730505907862,0.137215357298141,0.181173556859675,0.193265057248646,0.0147920948839522,0.00887373632005654
2017-04-26,Central,0.0971694813874575,0.082513492230753,0.139154021709361,0.180174668198707,0.193297551991666,0.0165848416430094,0.0106361837197297
2017-05-03,South,0.146009371394565,0.115748384844028,0.211450810147627,0.258307953459098,0.250965225298087,0.108387497458746,0.081558765578817
2017-05-03,Central,0.131356760213091,0.106936465112865,0.190902195168407,0.231923740824661,0.249029340312929,0.084938800642597,0.0629825972801903
2017-05-03,North,0.061507589502213,0.0361645701220728,0.145017289956142,0.186036807024013,0.153327000983088,0.0302474811294344,0.0258878088668143
2017-05-12,South,0.0946943077331474,0.0810441917661727,0.145477867111718,0.190443751506019,0.185513051174229,0.0106750437642954,0.00674018230362794
2017-05-12,Central,0.0986599270227113,0.0850446071989873,0.141631272985062,0.184615127094754,0.193480608043625,0.0127773197135732,0.00886215411214818
2017-05-19,South,0.103017626261771,0.083495078936245,0.157701524149183,0.19826086141374,0.177717423881008,0.0278283068695309,0.0202634105088536
2017-05-19,Central,0.108377256985242,0.0908390812731766,0.159146868581029,0.198267200765176,0.197242688862697,0.034182101002632,0.0244041090376871
2017-05-19,North,0.0869217404409452,0.0576410200827966,0.165528402101955,0.206052581384922,0.198256700979774,0.0517622489944536,0.0415076176220089
2017-05-28,South,0.109841325342082,0.0903380962874996,0.167474892918649,0.20220628121579,0.135770219548055,0.0395539349613153,0.0346991398516928
2017-05-28,Central,0.107444112137795,0.0878819766426591,0.162135707106884,0.201207181592671,0.177754423768325,0.0283234343584866,0.0244151353928919
2017-06-04,South,0.10474820035667,0.0871639569734506,0.155777101836199,0.163559447053614,0.0829992233067342,0.0581055271097951,0.0446809436200741
2017-06-04,Central,0.111828233566841,0.0932681458303605,0.164566640749701,0.200235302969642,0.130778137243275,0.0458864973300663,0.0356428358195062
2017-06-04,North,0.0868662601275684,0.0712376668795709,0.139620007327591,0.180642121119789,0.169948342205122,0.0165520719130279,0.012197944733119
2017-06-20,South,0.124555,0.1101725,0.1712225,0.1836525,0.10481,0.0667225,0.05256
2017-06-20,Central,0.10230059880454,0.0847214898746232,0.150883764334365,0.164549051158615,0.0839058998806243,0.0473574656776447,0.0375940260672438
2017-06-20,North,0.11039140054402,0.0908446341856211,0.165077916487602,0.209992460564965,0.177924180799686,0.0361338189068918,0.0283261527601421
2017-06-29,South,0.0361466075540148,0.012680438304755,0.104488076179282,0.100595916495777,0.0215814829583624,0.0185278338979227,0.0161008586963295
2017-06-29,Central,-0.00295736631250078,-0.0282677333358514,0.0966785487924556,0.11619750308593,0.0136737770168048,0.00883328159158033,0.0092723762368849
2017-07-06,North,-0.0283102302631579,-0.0752190427363808,0.122094978799739,0.209962160135946,0.151376817984361,0.029792903907075,0.0383242694896242
2017-07-22,South,0.12744829270117,0.110841137636217,0.181144986042332,0.200222723295127,0.1084041332806,0.0773848879310345,0.0617462274443684
